filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
/content/drive/MyDrive/CZ4042/Part A/record.wav,123.046875,1033,103.3,0.54821956,0.07927742,0.40107906,0.096895315,0.24533630497623105,0.02314343079394309,0.010342188,0.006701676,-25.05159,15868.714,0.033780906,35.13054,0.021225624,0.00027872634,2235.415925267017,2604705.5314129503,1991.6905653129495,440609.395997282,18.533601388160932,166.00826938871768,4122.833203125,4122.833203125,0.11066805090834557,0.11066805090834557,-0.00641696770013797,0.013181739823113305,0.135818359375,0.01758623401260376,1.5622044e-06,0.00032212978,7.4048885e-06,0.00023775417,2.360308390022676,1.7156419741979938,-545.37244,11557.748,101.44273,4023.4285,-6.833084,1326.976,22.358175,766.44104,-7.774416,522.0044,12.02859,346.8365,0.60594904,299.89264,-2.089623,328.97903,-2.0808969,150.36334,-2.0706182,198.33781,-7.469295,138.03468,-5.6718645,138.24922,-8.927427,105.67001,-1.8011645,129.59933,-12.37269,151.48415,-8.840895,137.98979,-14.675924,123.90437,-3.3237598,100.55838,-9.937402,85.89453,1.7742509,76.23452
